ZPPG id,Longitude,Latitude,Shortitude,Deltitude,Strange Smell?,Air Tastes Like,Feng Shui of Surrounding Area,Weird Sounds,Local Value of Pi,Murphy's Constant,ZPPG Performance
216,29.584,-4.026,29.522,-23.834,No,Apples,Adequate,['Impossible Humming'],3.1184,3.75,6.33%
217,75.794,-52.262,-19.27,-32.5,Somewhat,Apples,Adequate,['Unearthly Squelching'],3.1418,3.59,23.04%
218,163.387,-39.591,-38.473,37.068,Somewhat,Nothing In Particular,Disharmonious,"['Otherworldly Skittering', 'Impossible Humming']",3.1295,4.55,3.58%
219,106.601,-43.222,26.192,-23.522,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.136,4.14,26.20%
220,107.117,-48.547,50.322,-22.125,No,Burning,Adequate,['Unnatural Buzzing'],3.1383,4.14,50.76%
221,-121.29,-24.466,-59.531,53.588,No,Apples,Disharmonious,['Otherworldly Skittering'],3.1497,2.23,30.72%
222,34.478,-36.243,18.649,-71.964,EXTREMELY,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1421,5.92,8.35%
223,-56.219,26.089,69.944,-43.247,No,Mint,Adequate,['Eerie Silence'],3.1545,4.28,37.95%
224,-103.954,-30.359,58.364,-13.49,No,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1684,1.6,9.49%
225,170.534,-53.171,40.726,-76.991,Somewhat,Mint,Adequate,['Unearthly Squelching'],3.1753,3.06,23.64%
226,-161.584,14.662,50.01,22.886,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1357,3.35,24.13%
227,-99.005,51.704,26.626,39.085,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1268,3.9,38.20%
228,109.763,28.998,-19.838,-45.151,Somewhat,Burning,Disharmonious,['Otherworldly Skittering'],3.1642,3.39,30.44%
229,168.877,-16.051,-52.556,73.136,Somewhat,Apples,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.142,3.3,5.71%
230,-42.487,41.467,21.817,66.621,No,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.1285,0.65,32.65%
231,-93.922,-38.313,42.533,-36.37,No,Mint,Disharmonious,['Eerie Silence'],3.1757,4.36,37.45%
232,-87.721,21.089,-34.863,-57.495,Somewhat,Copper,Disharmonious,['Unnatural Buzzing'],3.1473,4.63,14.45%
233,-156.903,17.965,-45.736,-51.582,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1166,2.04,20.29%
234,-66.344,-41.59,17.531,-49.461,Somewhat,Apples,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1266,1.6,8.71%
235,-171.068,56.902,-41.715,-15.478,No,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1315,3.36,14.15%
236,-60.411,-58.74,-12.207,51.154,Somewhat,Copper,Adequate,['Unnatural Buzzing'],3.1339,4.04,31.03%
237,54.774,70.269,-36.391,-63.204,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1458,1.3,53.07%
238,-145.902,-53.024,46.748,25.38,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1266,1.77,40.91%
239,-117.599,26.696,-18.575,24.723,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1423,4.06,14.18%
240,-78.423,-36.244,6.701,30.321,No,Copper,Adequate,['Otherworldly Skittering'],3.1353,4.44,45.08%
241,-157.261,29.655,-33.706,39.499,No,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1257,4.87,7.47%
242,16.588,47.205,34.473,-19.774,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1112,3.65,33.11%
243,-166.756,31.261,40.069,-69.631,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1516,3.62,23.83%
244,59.207,-7.861,49.231,37.263,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1536,4.98,6.27%
245,-27.81,24.654,-31.762,29.679,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Impossible Humming']",3.1281,3.97,1.69%
246,-14.014,-54.847,25.212,-65.902,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1446,3.02,34.93%
247,45.372,27.631,-64.467,39.704,Somewhat,Mint,Disharmonious,['Unearthly Squelching'],3.1494,4.85,12.04%
248,-75.169,-39.124,11.965,29.874,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1293,1.66,21.34%
249,-77.019,64.353,-17.135,-21.438,Somewhat,Burning,Disharmonious,['Eerie Silence'],3.1392,3.78,42.53%
250,-147.022,-8.348,32.649,49.891,No,Nothing In Particular,Exceptional,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1467,4.88,5.89%
251,14.236,-74.833,38.038,30.18,EXTREMELY,Apples,Disharmonious,['Eerie Silence'],3.152,4.8,34.58%
252,-46.7,46.934,18.893,-34.43,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1423,4.79,18.51%
253,167.464,55.167,42.1,-34.215,No,Apples,Disharmonious,['Unnatural Buzzing'],3.1586,3.9,30.37%
254,-12.008,7.483,-41.335,49.667,No,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.115,5.96,2.78%
255,-177.45,37.996,-53.905,45.343,No,Burning,Adequate,['Unnatural Buzzing'],3.1341,2.31,57.80%
256,166.625,-37.202,8.453,-45.11,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1303,4.25,13.16%
257,-44.934,-43.177,26.833,22.298,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1372,4.72,27.99%
258,-124.982,-44.778,-45.758,-8.499,No,Mint,Disharmonious,['Unnatural Buzzing'],3.1147,5.33,13.99%
259,59.403,-60.24,44.5,-62.973,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1585,3.59,51.29%
260,70.125,18.672,45.789,-45.488,No,Mint,Adequate,['Unnatural Buzzing'],3.1402,2.25,42.86%
261,-177.506,51.108,-28.743,62.394,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1107,3.89,16.33%
262,-17.056,77.133,-12.533,-16.549,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1499,3.94,23.34%
263,-83.762,52.515,-71.631,43.469,EXTREMELY,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1636,4.71,19.07%
264,-22.705,13.302,-2.724,43.401,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1246,3.95,22.67%
265,123.297,-42.586,28.87,-53.641,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1277,4.47,24.82%
266,60.078,46.942,-53.73,-65.103,No,Burning,Adequate,['Eerie Silence'],3.1451,3.25,96.22%
267,90.7,38.171,-81.66,26.077,Somewhat,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1211,5.8,5.71%
268,126.401,-55.808,-53.577,-29.857,Somewhat,Apples,Adequate,['Impossible Humming'],3.1462,2.63,11.83%
269,89.439,-35.737,-31.311,-16.209,No,Mint,Adequate,['Otherworldly Skittering'],3.1405,5.4,22.00%
270,1.407,41.215,8.26,32.242,No,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1591,3.05,3.97%
271,108.054,-32.007,38.358,48.338,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1663,3.94,20.82%
272,-106.003,31.807,19.679,-38.16,No,Apples,Adequate,['Otherworldly Skittering'],3.1283,2.8,27.99%
273,39.146,-14.61,-5.249,60.603,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1605,0.47,18.52%
274,143.309,-52.883,-25.872,10.484,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.151,3.35,2.89%
275,176.341,-41.761,-30.048,-39.375,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1283,1.37,21.45%
276,-17.409,-22.05,-2.993,30.651,No,Nothing In Particular,Disharmonious,['Impossible Humming'],3.1346,2.11,5.42%
277,152.265,-19.588,26.387,-8.482,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1352,5.41,7.89%
278,-165.028,23.207,22.356,-45.732,No,Mint,Adequate,['Impossible Humming'],3.1604,2.68,10.66%
279,101.505,-47.049,38.567,38.455,No,Nothing In Particular,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1622,4.52,12.83%
280,-122.192,-41.459,36.806,28.663,No,Apples,Adequate,['Unnatural Buzzing'],3.1259,5.62,10.64%
281,8.889,-7.068,-5.222,19.447,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.137,4.59,22.21%
282,-158.237,55.471,49.049,41.076,No,Mint,Disharmonious,['Unnatural Buzzing'],3.1307,4.04,32.32%
283,-60.72,18.818,-18.808,-40.501,Somewhat,Apples,Adequate,['Eerie Silence'],3.1423,1.66,29.92%
284,69.393,51.351,47.075,68.494,Somewhat,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.1276,5.45,9.47%
285,-114.597,-60.059,19.747,-65.322,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1193,0.53,22.31%
286,173.143,-16.353,27.041,61.241,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1194,3.27,9.80%
287,25.577,59.752,-27.566,26.386,No,Mint,Adequate,['Eerie Silence'],3.167,2.78,84.57%
288,122.497,-72.217,-23.985,-11.136,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1422,5.65,10.28%
289,-82.742,63.24,15.026,57.956,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1567,3.77,42.98%
290,104.163,-39.295,-25.88,48.567,Somewhat,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1374,4.62,9.58%
291,-125.388,-5.728,-20.69,51.086,No,Nothing In Particular,Exceptional,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1283,4.18,6.23%
292,-83.516,-71.183,-33.667,-51.998,Somewhat,Nothing In Particular,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1347,4.12,5.01%
293,-81.292,-44.038,-30.174,-53.503,Somewhat,Apples,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1387,3.48,6.46%
294,156.173,-41.367,37.345,-38.333,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1463,3.18,33.74%
295,-93.451,50.954,-28.537,-61.397,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1489,4.98,21.57%
296,-86.572,-59.572,70.694,-36.28,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1172,3.17,10.67%
297,-115.515,21.538,47.408,-28.741,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1428,3.36,11.84%
298,112.685,11.556,-57.081,-11.623,EXTREMELY,Mint,Adequate,['Eerie Silence'],3.114,1.32,39.24%
299,-69.818,-48.263,-53.778,38.555,Somewhat,Mint,Adequate,['Eerie Silence'],3.1559,2.26,63.67%
300,41.433,50.612,29.563,41.89,No,Apples,Exceptional,['Unnatural Buzzing'],3.1678,5.08,24.90%
301,-60.942,53.828,-56.797,-20.4,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1369,3.93,18.79%
302,-90.609,-37.453,-12.428,-23.655,Somewhat,Apples,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering', 'Impossible Humming']",3.1438,3.04,3.90%
303,91.909,32.994,-35.262,-56.055,Somewhat,Burning,Adequate,['Impossible Humming'],3.1616,3.73,8.70%
304,-144.87,57.86,37.717,67.122,Somewhat,Nothing In Particular,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1442,4.73,6.03%
305,-71.085,42.281,-27.922,-13.594,EXTREMELY,Mint,Adequate,"['Unearthly Squelching', 'Impossible Humming']",3.1555,1.45,9.51%
306,-69.406,-43.374,38.606,-49.546,Somewhat,Mint,Disharmonious,['Unearthly Squelching'],3.1083,5.5,5.80%
307,112.015,18.714,-29.722,15.474,No,Apples,Adequate,['Impossible Humming'],3.1488,4.35,7.36%
308,64.459,-48.377,46.23,31.032,Somewhat,Copper,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.142,4.29,17.83%
309,128.085,63.846,-20.597,-30.689,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1188,4.87,18.13%
310,34.352,37.318,10.265,25.227,EXTREMELY,Apples,Adequate,['Eerie Silence'],3.1204,3.17,47.17%
311,-148.285,-30.286,-60.215,68.072,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1339,4.53,13.94%
312,-146.34,-41.754,-33.001,16.724,No,Apples,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.1312,1.66,7.50%
313,133.41,-27.662,-1.474,-41.735,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1183,3.77,20.70%
314,1.529,-40.831,-15.524,-31.517,No,Burning,Disharmonious,['Otherworldly Skittering'],3.1195,2.45,59.26%
315,-148.52,67.07,59.614,35.931,No,Apples,Disharmonious,['Impossible Humming'],3.1292,3.65,7.82%
316,-120.655,-33.857,17.24,-14.175,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1174,2.64,9.07%
317,-99.889,-16.308,-15.081,8.438,EXTREMELY,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1521,3.3,11.03%
318,0.174,-65.862,44.817,46.319,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1223,0.75,30.44%
319,132.623,-44.432,19.601,-42.483,Somewhat,Mint,Adequate,['Eerie Silence'],3.1293,1.6,60.20%
320,93.634,-24.841,50.492,-15.813,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.158,2.26,35.06%
321,83.591,-12.807,-19.187,11.403,No,Apples,Adequate,['Eerie Silence'],3.1395,5.81,9.58%
322,-57.779,-50.67,30.63,-41.887,No,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1699,5.68,9.06%
323,-59.963,29.526,-10.653,-30.622,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1476,5.64,8.16%
324,-137.735,42.366,-19.039,18.196,Somewhat,Mint,Adequate,['Eerie Silence'],3.1243,3.9,37.59%
325,-12.625,62.818,12.59,56.717,Somewhat,Mint,Adequate,['Unearthly Squelching'],3.1425,3.14,32.17%
326,-115.592,-9.565,-56.851,40.306,Somewhat,Nothing In Particular,Disharmonious,['Unearthly Squelching'],3.1436,4.34,5.75%
327,161.383,-20.385,-37.647,-47.219,No,Apples,Disharmonious,['Eerie Silence'],3.155,4.63,21.31%
328,95.637,-12.192,-19.105,-56.61,No,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1425,3.45,11.61%
329,111.801,13.629,42.918,-49.764,Somewhat,Apples,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1403,4.04,4.24%
330,-59.292,58.485,62.05,-18.692,Somewhat,Copper,Adequate,['Unnatural Buzzing'],3.1446,2.89,41.37%
331,60.096,48.745,34.315,-50.878,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1238,3.62,17.70%
332,-118.643,28.198,-52.105,10.465,No,Apples,Adequate,['Otherworldly Skittering'],3.1123,4.49,15.34%
333,131.496,51.544,39.775,8.935,Somewhat,Mint,Adequate,['Eerie Silence'],3.1595,5.41,25.44%
334,119.13,47.062,-31.871,-30.452,Somewhat,Mint,Adequate,['Eerie Silence'],3.1332,4.11,46.94%
335,-63.113,-23.155,-6.059,24.015,No,Apples,Adequate,['Eerie Silence'],3.1274,2.18,32.04%
336,38.973,71.359,29.134,-41.253,No,Mint,Adequate,['Otherworldly Skittering'],3.1477,2.78,95.03%
337,-90.007,-61.073,16.169,15.066,Somewhat,Nothing In Particular,Adequate,['Unearthly Squelching'],3.1108,3.47,9.12%
338,8.877,52.835,43.147,65.464,No,Mint,Adequate,['Otherworldly Skittering'],3.1399,3.05,82.93%
339,73.22,41.861,-42.285,24.592,No,Apples,Adequate,['Eerie Silence'],3.1097,3.23,42.42%
340,-120.362,-19.267,-39.434,52.347,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1194,4.99,10.07%
341,-104.04,-81.032,36.134,50.301,Somewhat,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.1395,1.96,24.74%
342,60.823,25.65,-64.18,23.403,No,Mint,Adequate,['Unnatural Buzzing'],3.1193,2.91,32.39%
343,-109.062,47.471,-63.21,43.028,No,Apples,Disharmonious,['Otherworldly Skittering'],3.1273,3.89,30.71%
344,16.02,-21.591,-30.226,23.52,Somewhat,Apples,Disharmonious,['Unnatural Buzzing'],3.1499,4.43,15.44%
345,41.415,-20.807,19.901,53.113,No,Mint,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1367,3,3.93%
346,149.416,-70.546,7.057,-31.129,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1411,5.09,24.00%
347,-79.689,16.257,-31.322,-16.418,Somewhat,Mint,Disharmonious,['Impossible Humming'],3.1701,3.33,5.75%
348,153.396,-45.348,-28.22,27.185,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1394,5.84,5.02%
349,14.85,-17.114,-29.254,48.397,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1581,3.27,22.32%
350,-137.407,46.548,45.692,-57.62,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1373,4.34,25.18%
351,158.553,23.541,-10.129,-51.557,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1169,3.53,1.58%
352,-139.427,62.099,-11.097,17.996,Somewhat,Burning,Adequate,['Otherworldly Skittering'],3.165,4.18,40.56%
353,-55.505,-24.095,29.264,-74.843,Somewhat,Mint,Exceptional,['Unnatural Buzzing'],3.1515,0.96,34.79%
354,-10.114,-32.718,55.942,-12.265,Somewhat,Apples,Disharmonious,['Eerie Silence'],3.1717,4.94,11.91%
355,-4.831,60.13,-44.12,-45.497,No,Mint,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1742,4.2,22.89%
356,155.249,50.752,34.284,54.635,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1302,4.21,30.72%
357,154.206,3.736,53.517,-27.134,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1327,2.95,12.90%
358,99.158,-62.356,20.421,-35.579,Somewhat,Apples,Adequate,['Eerie Silence'],3.1291,4.25,32.76%
359,-65.151,39.677,-37.592,55.882,No,Apples,Adequate,['Unearthly Squelching'],3.132,3.34,24.15%
360,158.795,-6.118,48.48,-22.171,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1688,3.48,24.06%
361,-27.68,35.248,16.943,63.627,No,Mint,Adequate,['Otherworldly Skittering'],3.1141,4.59,23.95%
362,-9.128,-58.311,21.422,-47.636,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1273,5.91,5.69%
363,-59.93,-46.471,58.474,-29.887,Somewhat,Burning,Disharmonious,['Unnatural Buzzing'],3.1276,5.47,12.33%
364,-157.799,32.497,-36.731,17.072,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1491,2.95,7.35%
365,-127.885,22.688,-32.799,-35.198,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1348,3.34,22.32%
366,-143.586,31.272,-41.972,45.455,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1515,1.88,27.59%
367,160.555,-37.762,-22.621,44.161,Somewhat,Mint,Exceptional,['Otherworldly Skittering'],3.1284,3.94,43.55%
368,-45.801,-39.563,-48.212,-45.486,Somewhat,Nothing In Particular,Exceptional,['Eerie Silence'],3.1364,5.61,10.37%
369,-3.411,-15.433,37.081,-7.411,Somewhat,Apples,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1424,3.42,2.07%
370,-120.246,39.241,-50.529,-30.983,Somewhat,Nothing In Particular,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.1458,5.97,0.72%
371,-40.963,-46.191,32.258,-45.465,No,Nothing In Particular,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1665,5.57,3.00%
372,35.87,-8.922,-30.815,-77.867,No,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1394,4.25,3.75%
373,108.621,53.567,-29.694,20.529,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1377,4.57,23.91%
374,-109.001,83.107,-54.12,-14.63,No,Apples,Adequate,['Otherworldly Skittering'],3.15,3.62,50.43%
375,3.256,-46.034,-36.727,61.43,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1547,3.66,44.05%
376,90.839,35.076,-33.869,63.432,No,Apples,Adequate,['Eerie Silence'],3.1569,2.72,42.72%
377,-56.827,-40.274,-31.945,-39.139,Somewhat,Mint,Adequate,['Eerie Silence'],3.1364,5.29,25.48%
378,174.302,-51.553,4.74,80.41,No,Copper,Disharmonious,"['Otherworldly Skittering', 'Impossible Humming']",3.1376,4.99,7.15%
379,171.426,9.559,-54.269,27.687,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1553,1.19,16.44%
380,102.156,16.426,-20.478,-55.482,Somewhat,Burning,Adequate,['Impossible Humming'],3.1658,4.4,6.75%
381,99.716,-38.402,-34.059,-44.883,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1532,1.67,15.33%
382,40.356,-53.905,-15.326,-67.688,No,Apples,Disharmonious,['Otherworldly Skittering'],3.1441,4.35,41.27%
383,48.822,-53.262,48.349,28.055,Somewhat,Mint,Adequate,['Impossible Humming'],3.1262,4.71,8.40%
384,111.914,74.742,37.812,-71.819,Somewhat,Mint,Adequate,['Eerie Silence'],3.1328,5.08,31.65%
385,84.117,81.428,-43.822,-16.223,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1355,5.3,21.44%
386,-80.925,-32.643,52.457,36.507,EXTREMELY,Mint,Adequate,['Eerie Silence'],3.1362,5.77,10.30%
387,-157.985,65.578,-30.298,7.232,Somewhat,Nothing In Particular,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1398,5.14,3.23%
388,155.787,-15.705,-29.285,-69.12,Somewhat,Apples,Adequate,['Impossible Humming'],3.1765,3.83,4.47%
389,-56.239,31.189,-66.733,-47.021,No,Apples,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1721,3.01,14.57%
390,-134.855,12.488,-15.022,-15.825,No,Mint,Adequate,['Eerie Silence'],3.1328,3.31,38.85%
391,75.042,-17.735,79.889,52.161,No,Mint,Adequate,['Unnatural Buzzing'],3.1316,4.06,29.81%
392,122.893,50.744,10.114,-4.211,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1454,4.43,34.35%
393,-126.344,-23.907,21.199,-46.966,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1119,1.21,21.18%
394,52.697,33.141,-45.376,41.563,Somewhat,Copper,Adequate,['Otherworldly Skittering'],3.1118,3.16,25.17%
395,-38.639,-38.744,-54,-38.301,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1325,1.34,59.08%
396,51.305,3.358,43.79,-28.476,Somewhat,Mint,Adequate,['Eerie Silence'],3.1464,2.98,45.62%
397,-148.538,-74.879,63.383,-51.771,No,Burning,Adequate,['Eerie Silence'],3.137,5.23,33.50%
398,164.355,-22.02,38.24,46.841,Somewhat,Burning,Adequate,['Eerie Silence'],3.1398,4.3,28.96%
399,54.183,18.38,-26.306,-43.902,Somewhat,Apples,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.1298,5.96,0.68%
400,-161.082,20.915,-27.308,-53.561,No,Copper,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1261,3.65,11.75%
401,85.629,-32.557,40.694,54.753,Somewhat,Burning,Adequate,['Impossible Humming'],3.1158,5.29,3.34%
402,-148.045,-60.475,15.357,11.069,No,Mint,Adequate,['Impossible Humming'],3.1326,3.78,13.41%
403,174.929,-56.745,20.838,-18.384,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1471,3.06,58.65%
404,87.322,-52.68,48.614,22.315,Somewhat,Mint,Adequate,['Impossible Humming'],3.1061,4.81,5.76%
405,164.763,34.379,38.062,-33.849,No,Mint,Adequate,['Otherworldly Skittering'],3.1636,2.2,47.19%
406,-57.85,13.788,-40.743,-32.815,Somewhat,Copper,Disharmonious,['Unnatural Buzzing'],3.1615,4.6,14.21%
407,14.848,-69.224,54.988,41.776,No,Mint,Adequate,['Eerie Silence'],3.1571,3.85,76.01%
408,22.133,31.056,-25.121,78.463,EXTREMELY,Mint,Adequate,['Unnatural Buzzing'],3.148,1.1,47.12%
409,-49.715,22.152,46.499,-43.865,Somewhat,Apples,Disharmonious,['Unnatural Buzzing'],3.1716,3.61,12.92%
